naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
332214,2000,6,198.6,4.5,10.4,135.4,1306.4,617.7,688.7,52.6,232.7,17.2,683.5,523.4,160.1,1.039999962,0.996999979,0.968999982,1.080000043,-0.037999999,0.944999993,-0.037999999,0.944999993
332311,2000,28.8,900.4,19.5,40.6,501,5404.2,2954.1,2446.3,97.5,414.1,32.6,1089.7,665.9,423.8,1.031999946,0.959999979,0.963999987,1.078999996,-0.01,0.994000018,-0.01,0.994000018
332312,2000,99.1,3506.2,72.2,144.5,2136,18846.5,10140.2,8791.2,411.9,1927.8,178.1,4766.8,2751.2,2015.7,1.062000036,0.978999972,0.97299999,1.093999982,0.008,0.981999993,0.008,0.981999993
332313,2000,25.9,872.7,19.9,41.2,573.9,3143.6,1305.9,1856.7,95.7,376.4,37,1290.7,759.6,531.1,1.05400002,0.958999991,0.957000017,1.062999964,0.003,0.990999997,0.003,0.990999997
332321,2000,84.3,2339.8,61.5,127.4,1439,11994.2,6259.9,5739.3,234.4,1151.9,93.4,2795.8,1811.6,984.2,1.024999976,0.978999972,0.954999983,1.070000052,0.008,0.987999976,0.008,0.987999976
332322,2000,142.7,4809.5,107.8,211.2,3068.2,19417.7,8845.2,10722.5,503.8,2090.5,265.8,4963.4,3497.5,1465.9,1.018000007,0.976000011,0.953999996,1.100999951,0.033,1.003999949,0.032000002,1.003999949
332323,2000,37.6,1192.6,27.3,56.3,701.2,5100.1,2393.6,2738.7,128.4,592.3,60.3,1182.8,791,391.8,1.039999962,0.963999987,0.952000022,1.10800004,0,0.961000025,0,0.961000025
332410,2000,26.7,930.4,18.9,37.5,565.6,3989,1966.8,2024.7,97.3,598.6,43.1,1732.2,975.6,756.6,1.039999962,0.981999993,0.995000005,1.077000022,-0.009,0.947000027,-0.009,0.947000027
332420,2000,30.4,1168.1,22,46,719.4,4672.1,2223.1,2478.7,115.9,621.4,73.7,2092.7,1203.6,889.1,1.041000009,0.968999982,0.977999985,1.082999945,0.001,0.967999995,0.001,0.968999982
332431,2000,23.6,1048.7,20.3,44.2,830.4,11581.1,7646.1,4006.7,269.9,1342.4,212.8,6200.7,4860.6,1340.2,0.989000022,0.978999972,0.963,1.062000036,0.043000001,1.065000057,0.043000001,1.065000057
332439,2000,15.6,501.5,12.1,24.7,325.4,2384.6,1293.8,1094.1,52.6,281.3,37.5,1012.1,725.1,287,1.004999995,0.978999972,0.985000014,1.100000024,0.017000001,1.011000037,0.017000001,1.011000037
332510,2000,71.7,2336.8,55,107.2,1447.2,11994.3,5285.4,6744.1,351.7,1391,103,5640.9,3947.2,1693.6,1.036999941,0.978999972,0.963,1.057999969,0.003,1.008000016,0.003,1.008000016
332611,2000,5.9,211.5,4.3,9,139,938,478.4,470.2,28.8,115.1,20.8,434.5,283.8,150.7,0.986999989,0.963,0.976999998,1.09800005,-0.02,0.981999993,-0.02,0.981999993
332612,2000,20.2,639.5,16.1,33.2,448.9,2674.6,1129.7,1572.8,93.3,232.9,35.2,1455.7,1005.5,450.2,0.976999998,0.963,0.967999995,1.074000001,-0.029999999,1,-0.029999999,1
332618,2000,47.8,1310.7,37.8,72.8,844.7,5673.8,2605.3,3106,162.5,778.7,92.2,2444.4,1595.3,849.1,0.992999971,0.963,0.970000029,1.077000022,0,1.021999955,0,1.021999955
332710,2000,298.6,10407.7,232.8,442.8,6999.6,30495.4,10143.5,20551.8,1882.1,3120.2,411.1,16314.4,12814.4,3500,1.024999976,0.981000006,0.964999974,1.069000006,0.026000001,0.963,0.026000001,0.963
332721,2000,77.8,2792.5,62.1,129,1940.2,8561.2,2836.9,5737.5,484.6,893.4,118.8,3812.4,3047.5,764.9,0.989000022,0.977999985,0.963999987,1.054999948,-0.009,0.930999994,-0.009,0.930999994
332722,2000,53.5,2122.2,40.5,85.6,1389.6,8720.4,3694.6,5013.2,329.6,1273.8,132.9,4578.1,3317.8,1260.3,1.004999995,0.977999985,0.963,1.070000052,0.011,0.995999992,0.01,0.995999992
332811,2000,23.1,866.1,17.4,35,573.4,4054.1,1914.3,2272.6,232.5,585.5,252.5,2468.6,1847.3,621.4,1.018000007,1.003999949,0.968999982,1.106999993,0.021,0.936999977,0.021,0.93599999
332812,2000,60.6,1888.4,48.2,96.4,1269,9391.9,4716,4699.4,277.6,947.1,327.5,3547,2622,925.1,0.995999992,0.968999982,0.977999985,1.120000005,0.022,0.986999989,0.022,0.986999989
332813,2000,75.3,2274.7,60.4,119.3,1471.5,6552.1,2033.2,4516.1,224.1,354.1,273,4091.3,2786.3,1305,1.067000031,0.999000013,0.967000008,1.082999945,0.025,0.971000016,0.025,0.971000016
